Name,Men,Women,Total
Wijnzen,28,0,28
Wilianne,0,28,28
Willemeintje,0,28,28
Wilmpje,0,28,28
Wimkje,0,28,28
Waalko,27,0,27
Wandert,27,0,27
Wandy,0,27,27
Wibbigje,0,27,27
Wilberta,3,25,28
Willis,24,3,27
Wobbechien,0,27,27
Wolke,13,14,27
Wouteris,27,0,27
Wubbegina,0,27,27
Wafaa,0,26,26
Weit,26,0,26
Wendalina,0,26,26
Wennie,3,22,25
Wesseline,0,26,26
Wietsina,0,26,26
Wijchert,26,0,26
Wiktoria,0,26,26
Wilhelmes,25,3,28
Willemszoon,26,0,26
Willisa,0,26,26
Willyanne,0,26,26
Woei,23,3,26
Woldina,0,26,26
Woutherina,3,25,28
Walig,25,0,25
Weert,25,0,25
Wha,21,3,24
Wie,20,5,25
Wieberta,0,25,25
Wigberta,0,25,25
Willebrordina,0,25,25
Winy,3,22,25
Wouterine,0,25,25
Wun,8,17,25
Waqar,22,3,25
Wernera,0,24,24
Wibbo,24,0,24
Wijnande,0,24,24
Wiljam,24,0,24
Willem-Pieter,24,0,24
Willemken,0,24,24
Willibrordina,3,22,25
Winneke,0,24,24
Winsten,24,0,24
Wobbechiena,0,24,24
Wolberta,0,24,24
Wolther,24,0,24
Woudrina,0,24,24
Writzer,24,0,24
Wulfridus,24,0,24
Warnar,23,0,23
Weng,11,12,23
Wian,15,8,23
Wiegerke,0,23,23
Wierdina,0,23,23
Wierin,23,0,23
Wiete,13,10,23
Wijmie,0,23,23
Wijndelina,0,23,23
Willem-Hendrik,23,0,23
Wilmientje,0,23,23
Wilmine,0,23,23
Wimpie,18,5,23
Woen,14,9,23
Wubbechina,0,23,23
Wulfram,22,3,25
Wulphert,23,0,23
Waldi,22,0,22
Walraad,22,0,22
Waylen,22,0,22
Wendelena,0,22,22
Wesselinus,22,0,22
Wilber,21,3,24
Wilbertina,3,21,24
Wilhelmijn,0,22,22
Woudy,3,21,24
Wout-Jan,22,0,22
Wymer,22,0,22
Wynn,13,9,22
Wade,16,5,21
Weina,0,21,21
Werenfriedus,21,0,21
Widia,0,21,21
Wiljon,19,3,22
Willehadus,19,3,22
Willibald,21,0,21
Wilmiena,0,21,21
Wladislaw,21,0,21
Wob,20,3,23
Wolterina,0,21,21
Woltertien,0,21,21
Woltjo,21,0,21
Wonne,16,5,21
Wopko,21,0,21
Writser,21,0,21
Wybrandus,21,0,21
Waheed,19,3,22
Wali,20,0,20
Warden,20,0,20
Wiebrandus,20,0,20
Wiedjai,20,0,20
Wigbert,19,3,22
Wijka,0,20,20
Wijtsche,3,19,22
Wilkea,0,20,20
Willehad,20,0,20
Wilmi,3,19,22
Winold,20,0,20
Wivine,3,16,19
Waldrik,19,0,19
Walteris,16,3,19
Warnard,19,0,19
Wassili,19,0,19
Way,17,3,20
Wender,19,0,19
Wida,0,19,19
Wilanda,0,19,19
Wilanka,0,19,19
