Name,Men,Women,Total
Helmus,37,0,37
Hemme,37,0,37
Herremijntje,0,37,37
Hillegienus,37,0,37
Hodan,3,36,39
Hanaa,0,36,36
Hantzen,0,36,36
Havana,0,36,36
Haytam,36,0,36
Heerco,36,0,36
Heina,3,34,37
Hilarion,32,3,35
Hildegardus,27,9,36
Hittjo,36,0,36
Hadde,35,0,35
Haitham,30,5,35
Haje,35,0,35
Harre,31,3,34
Heijltje,0,35,35
Helmoed,35,0,35
Hendertje,0,35,35
Henske,0,35,35
Hermy,3,31,34
Hinderkie,0,35,35
Hoai,15,20,35
Honorius,30,5,35
Huang,22,13,35
Hanjo,31,3,34
Hanka,3,33,36
Hendrekien,0,34,34
Hibo,3,30,33
Hil,17,17,34
Hill,12,22,34
Hillechiene,0,34,34
Hilligjen,3,33,36
Hotsche,0,34,34
Hulusi,34,0,34
Habbo,33,0,33
Hains,33,0,33
Hari,30,3,33
Haukje,0,33,33
Heidelinde,0,33,33
Heimerich,33,0,33
Helprig,33,0,33
Henriek,17,16,33
Hildagonda,0,33,33
Hisko,33,0,33
Honorina,6,27,33
Hosé,32,3,35
Humeyra,0,33,33
Haidar,30,3,33
Hamdy,23,9,32
Hedwiga,0,32,32
Helder,26,6,32
Hercules,32,0,32
Hermano,29,3,32
Hetje,0,32,32
Hielco,32,0,32
Hifa,0,32,32
Hinte,6,26,32
Hoan,24,8,32
Huberdinus,32,0,32
Huybert,32,0,32
Huynh,15,17,32
Hadja,3,30,33
Hakeem,31,0,31
Hanco,31,0,31
Hasnain,31,0,31
Hasti,3,28,31
Hayk,31,0,31
Heiny,10,21,31
Hendrique,11,20,31
Hermelinde,0,31,31
Hermke,0,31,31
Hiektje,0,31,31
Hilga,0,31,31
Hillemina,0,31,31
Houcine,31,0,31
Hristo,31,0,31
Hüsniye,0,31,31
Hylkia,3,30,33
Hanh,3,28,31
Hansen,28,3,31
Hasseltje,0,30,30
Hellena,0,30,30
Henderiekus,30,0,30
Hensley,30,0,30
Herdina,3,29,32
Hermanne,0,30,30
Hernandez,30,0,30
Hian,25,5,30
Hilbrandus,30,0,30
Hoege,30,0,30
Hosanna,3,29,32
Huan,18,12,30
Huyen,3,29,32
Habel,29,0,29
Haktan,29,0,29
Hannalore,3,28,31
Harjo,29,0,29
Havvanur,0,29,29
Heintjen,0,29,29
Helger,27,3,30
Henky,26,3,29
Hennes,28,3,31
Henriko,29,0,29
Herbertha,0,29,29
Herriët,0,29,29
Herwig,29,0,29
Hey,22,7,29
Hilleginus,29,0,29
Hillegje,0,29,29
Husein,26,3,29
Hüsne,0,29,29
Haluk,28,0,28
Haro,28,0,28
Haroune,28,0,28
Hasiena,0,28,28
Heide,3,27,30
Heinriëtte,0,28,28
Hente,10,18,28
Herbertina,0,28,28
Hermandina,0,28,28
Hermanis,28,0,28
Himmet,27,3,30
Honora,0,28,28
Horatius,28,0,28
Hwie,23,5,28
Haika,0,27,27
Haitse,27,0,27
Halewijn,26,3,29
Hanif,25,3,28
Harmtiena,0,27,27
Hassen,25,3,28
Hayrullah,27,0,27
Hendrietta,0,27,27
Hendrix,26,3,29
Hermijna,0,27,27
Herna,0,27,27
Hernando,27,0,27
Hetske,3,24,27
Hilbrandt,27,0,27
Hillenius,27,0,27
Hooite,26,3,29
Horace,26,3,29
Hozan,13,14,27
Haite,25,3,28
Hanja,0,26,26
Harish,25,3,28
Hebel,24,3,27
Hemmechiena,0,26,26
Hendriana,3,25,28
Hendriette,0,26,26
Henrij,25,3,28
Henrikes,25,3,28
Hilkina,0,26,26
Hindericus,26,0,26
Hinderkina,0,26,26
Hinkje,0,26,26
Hugoline,0,26,26
Huitje,0,26,26
Hylko,26,0,26
Haagje,0,25,25
Hadeweij,3,24,27
Harme,24,3,27
Harmens,20,5,25
Harms,24,3,27
Harnold,24,3,27
Haylie,0,25,25
Hazem,23,3,26
Hedman,25,0,25
Hege,3,24,27
Hen,23,3,26
Henka,0,25,25
Herbertine,0,25,25
Herko,25,0,25
Hermeta,0,25,25
Hestrina,0,25,25
Hesus,24,3,27
Hijacintha,0,25,25
Hike,0,25,25
Hilario,25,0,25
Hillery,0,25,25
Hillian,3,24,27
Honorée,0,25,25
Huigina,0,25,25
Hafsah,0,24,24
Hamish,24,0,24
Hanry,24,0,24
Hans-Willem,24,0,24
Hanskje,0,24,24
Harmtina,0,24,24
Haydee,0,24,24
Hedwiges,5,19,24
Heikki,24,0,24
Hendria,0,24,24
Hendricka,0,24,24
Henrietha,0,24,24
Hermieke,0,24,24
Hichem,24,0,24
Hijacinthus,19,5,24
Hilbrandina,0,24,24
Hinda,0,24,24
Hinderkiena,0,24,24
Hinnie,7,17,24
Horia,3,23,26
Hosna,0,24,24
Houwina,0,24,24
Huibje,0,24,24
Huijbert,24,0,24
Hüsnü,24,0,24
Hafiz,21,3,24
Hans-Jürgen,21,3,24
Harmiene,0,23,23
Hatem,19,3,22
Hayal,3,22,25
Haydée,0,23,23
Heline,0,23,23
Héloise,0,23,23
Hemmy,13,10,23
Hendrikkien,0,23,23
Herlina,0,23,23
Hidayah,0,23,23
Hidda,0,23,23
Hiele,23,0,23
Hijme,23,0,23
Hilverdina,0,23,23
Hinrike,0,23,23
Hortance,0,23,23
Hyltje,21,3,24
Hadil,3,18,21
Hadriana,0,22,22
Hagen,21,3,24
Hamadi,21,3,24
Hanım,0,22,22
Hayet,0,22,22
Hèlène,0,22,22
Hendrijna,0,22,22
Henricke,0,22,22
Hermani,9,13,22
Hesder,22,0,22
Hilchiena,0,22,22
Hina,0,22,22
Hiska,0,22,22
Huike,22,0,22
Hypolita,0,22,22
Haben,14,7,21
Hadiya,0,21,21
Hadjar,0,21,21
Haik,20,3,23
Hakkı,21,0,21
Hamda,3,20,23
Hannette,0,21,21
Hanri,21,0,21
Haseeb,19,3,22
Hazim,21,0,21
Heinricus,21,0,21
Heins,20,3,23
Henze,20,3,23
Hijlkjen,0,21,21
Hilbertina,0,21,21
Hiljo,20,3,23
Hillebertus,20,3,23
Hink,20,3,23
Hiro,20,3,23
Hoy,6,15,21
Haasje,0,20,20
Hadewey,3,19,22
Hamse,20,0,20
Hanaan,0,20,20
Hannelie,0,20,20
Hanriëtte,0,20,20
Hanson,17,3,20
Hareld,20,0,20
Harld,20,0,20
Harvy,20,0,20
Hattum,20,0,20
Hawin,0,20,20
Hayrünnisa,0,20,20
Hedwige,3,19,22
Hedwina,3,18,21
Heikelina,3,19,22
Hemmina,0,20,20
Henderine,0,20,20
Henko,20,0,20
Hennita,0,20,20
Hermelina,0,20,20
Hijbo,20,0,20
Hillagonda,0,20,20
Hillegardus,20,0,20
Hillien,0,20,20
Hinderica,0,20,20
Hiskina,0,20,20
Hodaifa,20,0,20
Hue,3,18,21
Hwee,9,11,20
Hypolite,19,3,22
Hadriaan,19,0,19
Hady,9,10,19
Hafieza,0,19,19
Hanine,10,9,19
Hansina,0,19,19
Harmken,3,18,21
Harrietta,0,19,19
Hauw,18,3,21
Healey,0,19,19
Heidrun,0,19,19
Hein-Jan,19,0,19
Helana,0,19,19
Héleen,0,19,19
Helèna,3,18,21
Hemko,19,0,19
Hena,3,17,20
Henderieke,0,19,19
Hendra,8,11,19
Hendrianne,0,19,19
Hendrikka,3,18,21
Henk-Willem,19,0,19
Henriques,18,3,21
Henryka,0,19,19
Hermin,5,14,19
Hes,13,6,19
Hetto,19,0,19
Heyman,14,5,19
Hibbe,17,3,20
Hidde-Jan,19,0,19
Hiebo,19,0,19
Hiepko,19,0,19
Hijko,18,3,21
Hilair,17,3,20
Hilbranda,0,19,19
Hildebrandus,18,3,21
Hilli,0,19,19
Hinriëtte,0,19,19
HJM,10,9,19
Holkje,0,19,19
Horacio,19,0,19
Houssein,17,3,20
Houssnia,0,19,19
Hubert-Jan,19,0,19
Hubertes,19,0,19
Hubertje,0,19,19
Hüda,3,17,20
Hugues,19,0,19
Hyun,11,8,19
Hager,0,18,18
Hajer,3,16,19
Haji,10,8,18
Halle,9,9,18
Hamada,12,6,18
Hania,0,18,18
Hannesje,0,18,18
Harmen-Jan,17,3,20
Harpreet,6,12,18
Harryette,0,18,18
Hartmut,18,0,18
Hartwig,18,0,18
Hasib,18,0,18
Hayder,18,0,18
Heavenley,0,18,18
Hedwigus,10,8,18
Helia,0,18,18
Helios,18,0,18
