Name,Men,Women,Total
Pank,14,3,17
Paraskevi,3,14,17
Pedra,0,15,15
Penney,0,15,15
Percey,14,3,17
Pernell,12,3,15
Peti,3,14,17
Petrik,14,3,17
Philemena,3,12,15
Piete,3,12,15
Pike,14,3,17
Pino,13,3,16
Pitt,14,3,17
Polo,15,0,15
Portia,0,15,15
Poulien,0,15,15
Pranay,15,0,15
Prasant,15,0,15
Pratima,0,15,15
Premanand,15,0,15
Premnath,15,0,15
Prewish,15,0,15
Pricillia,0,15,15
Princes,0,15,15
Paavo,14,0,14
Paquita,0,14,14
Parrish,10,3,13
Pars,14,0,14
Parsifal,14,0,14
Patricus,13,3,16
Payam,14,0,14
Pema,3,11,14
Peppin,13,3,16
Perrie,12,3,15
Persephone,0,14,14
Perveen,0,14,14
Petru,14,0,14
Philene,0,14,14
Philepine,0,14,14
Pieterbas,14,0,14
Pietertien,0,14,14
Pietrina,0,14,14
Pinchas,14,0,14
Pinto,8,6,14
Piroschka,0,14,14
Poku,11,3,14
Policarpus,14,0,14
Ponimin,14,0,14
Pontianus,14,0,14
Pratiksha,0,14,14
Prawesh,14,0,14
Pacha,5,8,13
Pardis,3,11,14
Parwin,3,11,14
Patience,0,13,13
Paulisca,0,13,13
Percilla,0,13,13
Perlita,0,13,13
Perr,13,0,13
Persis,0,13,13
Petre,8,5,13
Petrit,13,0,13
Petrouchka,0,13,13
Phia,3,12,15
Phien,3,12,15
Phillipina,0,13,13
Phillippina,0,13,13
Philomea,3,12,15
Phulps,13,0,13
Phyleine,0,13,13
Phyllicia,0,13,13
Piedro,12,3,15
Pieter-Jelle,13,0,13
Pieterika,0,13,13
Pieternelis,13,0,13
Pipa,3,12,15
Poedja,0,13,13
Pollux,11,3,14
Ponijem,0,13,13
Poppelina,0,13,13
Poppie,0,13,13
Pouya,13,0,13
Pranav,13,0,13
Premchand,13,0,13
Prescious,0,13,13
Prim,9,3,12
Pritika,0,13,13
Promise,5,8,13
Puc,10,3,13
Pudja,0,13,13
Pup,0,13,13
Palmiro,12,0,12
Panagiota,3,11,14
Parbatie,0,12,12
Parisha,0,12,12
Pascala,0,12,12
Paul-Peter,12,0,12
Paulet,0,12,12
Pauwlus,11,3,14
Pelgrom,12,0,12
Pepino,12,0,12
Perdita,0,12,12
Peterine,0,12,12
Peterson,12,0,12
Petronelis,12,0,12
Petronellus,12,0,12
Petrovna,0,12,12
Phae,0,12,12
Phileas,11,3,14
Philiberta,3,11,14
Philibertha,0,12,12
Philippijntje,0,12,12
Philippos,12,0,12
Philomèna,6,6,12
Philomijn,0,12,12
Pibbe,0,12,12
Pieterman,12,0,12
Pieternellie,0,12,12
Pimme,3,11,14
Pleundert,12,0,12
Poi,0,12,12
Pollie,3,11,14
Pontus,12,0,12
Praise,3,8,11
Prevesh,12,0,12
Prewesh,12,0,12
Prospero,12,0,12
Purcell,12,0,12
Pai,8,3,11
Paimin,11,0,11
Pairin,10,3,13
Paiva,3,7,10
Pallieter,11,0,11
Palmera,0,11,11
Pamir,11,0,11
Pammela,0,11,11
Parmida,0,11,11
Parvatie,0,11,11
Parwatie,3,10,13
Parwien,5,6,11
Pascalia,0,11,11
Pascalla,0,11,11
Pascalus,11,0,11
Patrix,9,3,12
Patriz,9,3,12
Patrycja,0,11,11
Paxton,6,5,11
Payel,0,11,11
Payman,10,3,13
Pebe,10,3,13
Pedrito,11,0,11
Peijen,11,0,11
Pelgrim,11,0,11
Peppino,11,0,11
Perigault,3,7,10
Perine,0,11,11
Pero,11,0,11
Peterlina,0,11,11
Petrov,11,0,11
Petrusa,0,11,11
Phaidra,0,11,11
Pharilda,3,10,13
Phemia,0,11,11
Philippo,11,0,11
Phylomena,0,11,11
Piak,10,3,13
Piek,3,9,12
Pierro,9,3,12
Pik,0,11,11
Pitrik,9,3,12
Pity,0,11,11
PJM,9,3,12
Placido,11,0,11
Popkjen,0,11,11
Prachand,11,0,11
Praxedis,3,10,13
Precella,0,11,11
Precillia,3,10,13
Prescillia,0,11,11
Pride,9,3,12
Paayal,0,10,10
Paiman,9,3,12
Painem,0,10,10
Panda,3,9,12
Paolino,9,3,12
Parbha,0,10,10
Pareshma,0,10,10
Parvin,6,3,9
Parween,0,10,10
Pascuala,3,9,12
Peace,3,8,11
Pegah,0,10,10
Pella,0,10,10
Pèpe,10,0,10
Pepi,3,7,10
Peprah,6,3,9
Petijn,10,0,10
Petja,8,3,11
Petrea,0,10,10
Petrissa,0,10,10
Petruska,0,10,10
Phillon,10,0,10
Phillou,0,10,10
Philomenia,0,10,10
Piérre,10,0,10
Pietersz,10,0,10
Piethein,10,0,10
Pietrenella,0,10,10
Pijtje,0,10,10
Pilke,0,10,10
Pinou,0,10,10
Pipijn,6,3,9
Piternella,0,10,10
Placide,5,5,10
Poncio,10,0,10
Poniran,10,0,10
Pouliena,0,10,10
Preciosa,0,10,10
Preveen,7,3,10
Primrose,3,9,12
Princilla,0,10,10
Pritvi,6,3,9
Priyanta,0,10,10
Priyasha,0,10,10
Pacifico,8,3,11
PAM,5,3,8
Pamella,0,9,9
Pan,6,3,9
Panayotis,9,0,9
Paraska,3,8,11
Pardeep,7,3,10
Parkash,9,0,9
Parla,0,9,9
Parris,6,3,9
Paschala,0,9,9
Paschalina,0,9,9
Pathak,5,3,8
Patik,7,3,10
Patrick-John,9,0,9
Paul-Jan,9,0,9
Paulena,0,9,9
Pawankoemar,9,0,9
Peggy-Sue,0,9,9
Pelé,8,3,11
Peninna,0,9,9
Percijn,9,0,9
Peres,6,3,9
Peros,9,0,9
Petronnella,0,9,9
Pheadra,0,9,9
Phedra,0,9,9
Philline,0,9,9
Phillipa,0,9,9
Philomien,3,6,9
Philomijna,0,9,9
Philopina,3,8,11
Phoeby,0,9,9
Phylène,0,9,9
Phyllisia,0,9,9
Piea,0,9,9
Pieter-Jaap,9,0,9
Pietrick,5,3,8
Pjottr,9,0,9
Polleke,3,7,10
Polydore,6,3,9
Pomeline,0,9,9
Prawien,9,0,9
Preshand,9,0,9
Primitiva,0,9,9
Priyadarshini,0,9,9
Priyanshu,9,0,9
Priyesh,9,0,9
Prudencio,9,0,9
Pudentiana,0,9,9
Pulcheria,0,9,9
Pytrick,3,5,8
Pacey,6,3,9
Pacino,7,3,10
Padmawatie,0,8,8
Padraic,8,0,8
Pádraig,8,0,8
Page,0,8,8
Paikea,3,6,9
Palko,8,0,8
Palmire,3,7,10
Panchita,0,8,8
Pander,3,5,8
Panja,0,8,8
Pantelis,8,0,8
Paras,6,3,9
Parham,8,0,8
Paridon,8,0,8
Parulian,8,0,8
Parwesh,8,0,8
Pary,3,6,9
Pascoal,8,0,8
Patria,3,6,9
Paulijn,3,7,10
Paulinho,8,0,8
Pavlovich,8,0,8
Peek,7,3,10
Pelpina,0,8,8
Peppijn,8,0,8
Pera,3,7,10
Perina,0,8,8
Perryn,8,0,8
Petersdochter,0,8,8
Petronelli,0,8,8
Peyman,7,3,10
Phelien,0,8,8
Philippinus,8,0,8
Phillippa,0,8,8
Pieneke,0,8,8
Pieter-Christiaan,8,0,8
Pieternell,0,8,8
Pietersina,0,8,8
Pietjan,8,0,8
Pietranella,0,8,8
Pietronel,3,7,10
Pietta,0,8,8
Pippie,0,8,8
Pires,5,3,8
Pitty,0,8,8
Placidia,0,8,8
Poernima,0,8,8
Poetra,8,0,8
Polke,6,3,9
Pomm,0,8,8
Pomona,0,8,8
Poniman,8,0,8
Pooi,3,3,6
Porfirio,8,0,8
Pouwels,8,0,8
Pranita,0,8,8
Prasand,8,0,8
Prashanti,0,8,8
Prima,0,8,8
Prisco,8,0,8
Priscus,8,0,8
Prisella,0,8,8
Priyant,8,0,8
Prudencia,0,8,8
Prue,0,8,8
Puella,0,8,8
Pux,3,6,9
Pacella,0,7,7
Pagan,3,6,9
Pairan,7,0,7
Palina,0,7,7
Pammy,3,6,9
Pamuk,0,7,7
Panajotis,7,0,7
Pancrasius,7,0,7
Pancratio,3,3,6
Paoline,0,7,7
Paradis,3,6,9
Paramitha,0,7,7
Pares,7,0,7
Parmila,0,7,7
Parminder,3,6,9
Paro,0,7,7
Parwish,7,0,7
Patrisia,0,7,7
Paulinka,0,7,7
Pavankoemar,7,0,7
Pavlina,0,7,7
Pearson,7,0,7
Peekje,0,7,7
Peeltje,0,7,7
Peggy-Jane,0,7,7
Pek,3,3,6
Pelaja,3,3,6
Pelda,0,7,7
Pelegrina,0,7,7
Penehas,7,0,7
Peregrijn,7,0,7
Perkin,7,0,7
Persia,3,6,9
Perwien,5,3,8
Petey,3,6,9
Petrona,0,7,7
Petronelly,0,7,7
Peye,7,0,7
Phelipe,7,0,7
Philan,7,0,7
Philana,0,7,7
Philar,0,7,7
Phili,3,6,9
Philida,0,7,7
Philipbertus,6,3,9
Philma,0,7,7
Philomeine,0,7,7
Philomela,0,7,7
Philoména,3,6,9
Philotheus,7,0,7
Phoei,3,6,9
Phylis,3,6,9
Phyllen,7,0,7
Piëntia,0,7,7
Pierkjen,0,7,7
Pieronne,0,7,7
Pierra,0,7,7
Pierretta,3,6,9
Pieter-Bastiaan,7,0,7
Pieter-Dirk,7,0,7
Pieterdinus,7,0,7
Pieternelletje,0,7,7
Pijbe,7,0,7
Pimmetje,3,5,8
Pine,0,7,7
Pipi,0,7,7
Pippinus,7,0,7
Pir,7,0,7
Pjer,7,0,7
Plamedi,0,7,7
Plym,3,3,6
Poetri,0,7,7
Pokua,0,7,7
Pokuaa,0,7,7
Pollyanna,0,7,7
Polydoor,7,0,7
Polydor,6,3,9
Ponirah,0,7,7
Porsche,3,3,6
Post,7,0,7
Poulinus,7,0,7
Prabhakar,7,0,7
Prabhjot,3,3,6
Prana,3,6,9
Prathima,0,7,7
Prawish,6,3,9
Precilia,0,7,7
Premkumar,7,0,7
Priscille,0,7,7
Pritesh,7,0,7
Prunella,0,7,7
Pryanka,0,7,7
Puteri,0,7,7
Paalhara,0,6,6
Pabus,6,0,6
Pacco,6,0,6
Pacifique,0,6,6
Padma,0,6,6
Paini,0,6,6
Palau,3,3,6
Paludana,0,6,6
Panc,6,0,6
Pantaleona,0,6,6
Panthera,0,6,6
Papatya,0,6,6
Papillon,5,3,8
Paquito,6,0,6
Parbhawatie,0,6,6
Parinaz,0,6,6
Parlan,6,0,6
Parry,3,3,6
Partini,3,5,8
Parvish,6,0,6
Parviz,6,0,6
Paschalus,5,3,8
Paschina,0,6,6
Pasqua,3,3,6
Pasqualino,6,0,6
Patericus,6,0,6
Paterna,0,6,6
Patroclus,6,0,6
Patrycia,0,6,6
Paul-Henri,6,0,6
Paulinda,0,6,6
Paulines,6,0,6
Paulita,0,6,6
Paulos,6,0,6
Paulyne,0,6,6
Pauola,0,6,6
Pavly,6,0,6
Pebbels,0,6,6
Pebble,0,6,6
Pee,3,3,6
Peggij,0,6,6
Peijke,6,0,6
Peinina,0,6,6
Pelline,0,6,6
Pempe,0,6,6
Percell,6,0,6
Perk,3,3,6
Perly,3,3,6
Peter-Hans,6,0,6
Peterika,0,6,6
Peterpaul,6,0,6
Petertjen,0,6,6
Petrianne,0,6,6
Petronelus,6,0,6
Petronetta,0,6,6
Phara,0,6,6
Pharaildis,3,3,6
Pharaïldus,6,0,6
Pherenike,0,6,6
Phie,0,6,6
Philaine,0,6,6
Philbert,6,0,6
Philemond,3,3,6
Philhelmina,3,5,8
Phillipine,0,6,6
Philomaine,3,5,8
Philomêne,0,6,6
Phily,3,5,8
Piedad,0,6,6
Piekina,0,6,6
Pierrine,0,6,6
Pieter-Geert,6,0,6
Pieter-Henk,6,0,6
Pieter-jan,5,3,8
Pieterdine,0,6,6
Pieterse,6,0,6
Pietha,0,6,6
Piether,6,0,6
Pimm,3,3,6
Pirosca,0,6,6
Piya,3,5,8
Plamedie,3,5,8
Plantina,0,6,6
Plato,6,0,6
Plechelmi,0,6,6
Pleunus,6,0,6
Ploy,0,6,6
Pluis,0,6,6
Pollena,0,6,6
Pollina,0,6,6
Polona,0,6,6
Ponidjem,0,6,6
Ponikem,0,6,6
Ponirin,6,0,6
Poo,3,3,6
Pooya,3,3,6
Popco,6,0,6
Pôpe,6,0,6
Poppea,0,6,6
Poy,3,3,6
Pradana,6,0,6
Pradeepkumar,5,3,8
Prahlad,6,0,6
Praises,3,5,8
Pramila,0,6,6
Prasad,6,0,6
Praveena,0,6,6
Prawin,6,0,6
Prawira,5,3,8
Prechand,6,0,6
Preity,0,6,6
Pressilla,0,6,6
Prevish,6,0,6
Prewin,6,0,6
Prianka,0,6,6
Primnath,6,0,6
Princella,0,6,6
Princeton,5,3,8
Prinses,0,6,6
Pritam,6,0,6
Puma,3,3,6
Punar,3,5,8
Purcey,6,0,6
Purity,0,6,6
PWM,3,3,6
Pablito,5,0,5
Pacherin,0,5,5
Pacis,0,5,5
Padmé,0,5,5
Paggy,0,5,5
Pakiza,0,5,5
Pamphilia,0,5,5
Panajiota,0,5,5
Panajotta,0,5,5
Panayiotis,5,0,5
Panji,5,0,5
Panos,5,0,5
Pantea,0,5,5
Paramita,0,5,5
Parastoe,0,5,5
Parie,0,5,5
Parmin,3,3,6
Parnian,0,5,5
Parsaoran,5,0,5
Parvini,0,5,5
Parzival,5,0,5
Passion,3,3,6
Patchouly,0,5,5
Patil,3,3,6
Patimah,0,5,5
Patrica,0,5,5
Patrich,3,3,6
Paul-Willem,5,0,5
Paulieke,0,5,5
Pauliina,0,5,5
Pauljan,5,0,5
Pauwla,0,5,5
Pavane,3,3,6
Pay,3,3,6
PCM,3,3,6
Peach,0,5,5
Peaches,0,5,5
Pearce,5,0,5
Pearcy,3,3,6
Peddy,3,3,6
Peele,5,0,5
Peepke,0,5,5
Peete,3,3,6
Peggy-Ann,0,5,5
Pelus,5,0,5
Pemba,3,3,6
Pemm,0,5,5
Penèlope,0,5,5
Penn,3,3,6
Pennie,0,5,5
Pepa,0,5,5
Pepé,5,0,5
Pepieta,0,5,5
Pepina,0,5,5
Peppo,5,0,5
Perceval,5,0,5
Percyval,5,0,5
Pere,5,0,5
Peregrinus,5,0,5
Pérez,5,0,5
Pericles,5,0,5
Periklis,5,0,5
Permila,0,5,5
Perosina,0,5,5
Perrijn,5,0,5
Perseus,5,0,5
Pershia,0,5,5
Perwina,0,5,5
Peternelis,5,0,5
